84,"CH 2","CH 3","CH 4","CH 5","CH 6","CH 7","CH 8","CH 9","CH 10",IGCH,Name,Date,"Burial Date c.",Contents,Mints,Disposition,Bibliography,"Sort date",Location,Notes,
,,,,,,,8.524,,,,"Köycegiz, north of Dalyan (anc. Caunos)",1989,"070 B.C. c.","66 AR","Rhodes: Plinthophoroi (to Jenkins, group E)","Fethiye Museum, inv. no. 6410-6475","see article by R.H.J. Ashton, M. Arslan and A. Dervisagaglu, p. 84
pl. LXXX, 1-40; pl. LXXXI, 1-26",,,,
,2.032,,,,,,,,,,"Asia Minor",1975,400,"67+ AR",Persia,,"on file in BM; see II, no. 38",,,,
,,,,,,,8.495,,,,Caria,1985,"100 - 75","68+ AR","Haliarnassus
Myndus
Bargylia","in trade","see pl. LXXII, 22-40; pl. LXXIII, 1-12",,,,
,,,,,,,,,10.267,,"Cos, Vakouf property, tomb 6, Greece","Before 2004",250-200,"7 AE in a tomb","Cos: 7",Cos,"D. Grigoriadou, ‘Coins found in undisturbed burials from the ancient cemeteries in Cos Island’, Ὀβολός 8 (2006), pp. 125-142, 128-132.",250,E,,
,,,,,,,8.157,,,,unknown,,"333 BC","7 AR","Tarsus: lion st., under Mazaeus","in trade","pl. XX, 23-29",,,,
,,,,,,,8.102,,,,unknown,1984,"350 BC","7 AR","Aspendus: st. (BMC 31 (2); as BMC 37 (2); as BMC 40 (2); no exact comparison (1))","in trade","pl. VIII, 4-10",,,,
,,,,,,,,9.520,,,"unknown findspot","1980s (?)","Second half 2nd cent. BC","7+ AE","Cos:  7","In commerce?","R. Ashton, ‚ÄòA hoard of Koan coins‚Äô, NC 156 (1996), pp. 278-9, pl. 49.",150,E,,
,,,,,,,8.439,,,,"unknown findspot","1984 or earlier","150 BC","7+ AR","Side, Pamphylia: 7 tetradr. (Athena head/Nike, 5 with countermarks); perhaps 1 tetradr. and 1 dr. of same types.","in trade","Lanz Sale, vol. 30, 26.11.1984, nos. 307-313",,,,
,,,,,,,,,10.302,,"W. Asia Minor?",1920,"150 BC","7+ AR","Alabanda: 7+ cistophori","London, Berlin, Oxford","P. Lederer, Neue Beiträge zur antiken Münzkunde (Bern, 1943), pp. 56-7.",150,E,,
,,,,,,7.062,,,,,Turkey,,300,"7+ AR",Cromna,,"Num. Circ. 38, 1930, 442",,,,
,,,,,6.004,7.012,8.045,,,,Antilebanon,1978/9,475,"70 AR and ingots","CH 8:
Abdera: 2 octodr.
Thasos: 1 st.
uncertain Macedonia: 1 tetradr.; 1 st.
Aegae: 1 st.
Aenea: 1 tetrob.
Acanthus: 3 tetradr.
Terone: 1 tetradr.
Carystos: 1 tetradr.; 1 didr.
Athens: 17 tetradr.
Aegina: 9 st.
Carthaea: 1 st.
Naxos: 1 st.
Sinope: 1 dr.
Ephesos: 1 dr.
Teos: 1 st.
Chios: 4 didr.
Samos: 1 tetradr.
Sardes: 1 sixth-siglos; 3 sigloi
Lycia, uncertain dynasts: 2 st.
Phaselis: 6 st.
Paphos: 1 st.
Salamis: 1 st.
Cyrene: 1 tetradr.
uncertain: 2 fractional pieces
silver ingots etc: c. 20 kg","in commerce","S. Hurter & E. Pászthory, 'Archaischer Silberfund aus dem Antilibanon' in Essays Mildenberg (1984), pp. 111-125 and pl. 14-17.
J.H. Kagan, ‘An Archaic Greek Coin Hoard from the Eastern Mediterranean and Early Cypriot Coinage’, NC 1994, p. 23 ff.",,,"Partial lists of mints in CH 6 and 7. 

Reference to Hurter and Pászthory in CH 8, with full list of mints.",
,,,,,,7.102,8.443,,,,"South Macedonia","1980 or earlier","mid 2nd","70+ AE","CH 7: Amphipolis 3 (SNG Cop. 59, 67).
 Amphaxitis 1 (SNG Cop. 36).
Pella 13.
Thessalonica 13. Macedonia Cassander 1.
Philip V 1. Macedonia 2.
Publilius 1. Crannon, Thessaly 1.
Gomphi, Thessaly 1.
Larissa, Thessaly 1.
Magnetes, Thessaly 5.
Phalanna, Thessaly 3.
Thebae, Thessaly 1.
Thessalian League 14.
Peparethus 1. • Thessaly 2 (uncertain).
Cyme, Aeolis 1.
Phocaea, Ionia 1.
Syria Tryphon 1.
Rome semis 1 (as Crawford 147).
2 (uncertain).
Athens tetradrachm 1 (Thompson 435a also present but possibly not from
CH 8: Thessalian league 32
Athens tetradr.",dispersed,,,,"CH 8 wrongly refers to CH 6.102.",
,,3.030,,,,,,9.474,,,"Dindiri, Turkey",1942,"Early 3rd. cent. BC","71 + 2 AR","Alexander III dr.:
(A)
Uncert. Greece or Macedonia:  2
Lampsacus: 10
Abydos (?):  13
Ephesos:  1
Magnesia:  8
Miletos:  3
Teos:  2
Asia Minor:  1
Side:  2
Colophon: 19
Sardes: 1
Uncert.:  4 (Alex. issue: 2, Uncert.:  2)
Philip III drs.:
Colophon: 1
Sardes; 2
Lysimachus drs.:
Colophon: 1
(B)
Philip III drs.:
Colophon: 1
Side : 1","Afyon (inv. nos. 749-819)","R. Ashton, M. √úy√ºmez, U. Hosg√∂ren, ‚ÄòFive Alexander Hoards in Afyon Museum‚Äô, NC 156 (1996), pp. 259-68, no. 81, pl. 41-44",300,E,,
,,,,,,,,,10.246,,"unknown Findspot",1993,"323-322 BC","73 AR","Alexander III tetrdrs
Amphipolis: 25
Uncertain Greece or Macedonia: 2
Lampsacus: 19
Miletus: 3
Tarsus: 3
Amathus (Soli): 1 Citium: 1
Paphus: 1
Salamis: 2
Damascus: 3
Myriandrus (Issus?): 3
Ake? Tyre?: 5
Aradus: 1
Byblus: 1
Babylon: 2
Memphis: 1","Commerce US","H. A. Troxell, Studies in the Macedonian Coinage of Alexander the Great, ANS NS 21 (New York, 1997), pp. 129-133.",323,E,,
,,,,5.016,,,,,,,"Lycia, Turkey",,380,"74+ AR","Lycia
Araxa
Patara
Telmessus?
Tlos
Xanthus
Tarsus
Caria",dispersed,"S. Hurter, Essays in honour of M. Thompson, 97-108",,,,
,,,,,,,8.036,,,,"Western Asia Minor",1970,"490 BC","75 AR","Miletus: obols","seen in trade","F. Becker, 'Ein Fund von 75 milesischen Obolen'SNR 67 (1988), pp. 1 -33",,,,
1.090,,,,,,,,,,,unknown,1971,"2nd cent.","75+ AR","Rhodes 43 dr. (as BMC 235 ff.); 32 1/2 dr. (as BMC 291 ff.)","in commerce, BM 11","to be published by GK Jenkins",,,"See CH 8.492",
,,3.030,,,,,8.227,,,,"Ihsaniye, near Afyon, Turkey","before 1976","300 BC","75+ AR","Macedonia, Alexander III: 75 dr.","Afyon Museum (75 on display, Sept. 1988)","R. Ashton, M. Üyümez, U. Hosgören, ‘Five Alexander Hoards in Afyon Museum’, NC 156 (1996), pp. 259-68, no. 81, pl. 41-44",,,,
,,,,,,,,9.710,,,Martos,"Before 1984","Late 3rd cent. BC","76 AR","Hispano-Punic: 6 shekels; 1 half
Roman Republic: 2
Emporium imit: 2
Pergamum: 
Eumenes I: 1 tetradr. (as SNG vA 1353-5)",Dispersed,"L. Villaromga, ‚ÄòNecesidades finacieras en la peninsula Iberica, durante la Segunda Guerra Punica y primeros levantamientos de los Iberos‚Äô, Nummus 4/5/6 (1981-3), pp. 119-55, p. 134; cf. eund. Tresors, p. 23, no. 15.",225,S,,
,,,,,,,,,10.220,,"Çamlık Köy (Cremna), Pisidia, Turkey",1977,"4th cent. BC","77 AR","Selge: 77 (Gorgoneion/Athena hd. r.)","Burdur Museum","H. Köker and O. Köyağasıoğlu, NC 166 (2006), p. 375, no. 36.",400,E,,
,,,,,,,,,10.050,,"unknown Findspot",1990,"310-308 BC?","77 AR?","Alexander III
Amphipolis: 39
Ecbatana: at least 1
Uncert. mints: 29
Uncert. mints: 28",Dispersed,"H. A. Troxell, Studies in the Macedonian Coinage of Alexander the Great, ANS NS 21 (New York, 1997), p. 80 summarises on the basis of notes provided by Martin Price.",310,C,"Troxell lists possible coin from Tarsus",
,,,,,,,,,10.277,,"unknown Findspot (“Achaeus” hoard)",2002,"c. 203 BC","77-81 AR","Antiochus II
Susa: 1 tetradr.(Alexandrine types) Seleucus II
Uncertain Mint 34, in northwest Asia Minor: 1 tetradr.(new variety)
Sardes: 1 tetradr.
Uncertain Mint 36, in Cilicia: 1 tetradr.
Antioch on the Orontes: 2 tetradrs. ¨ Mint: 1 tetradr.
Uncertain Mint 37, in Mesopotamia: 1 tetradr.
with draped and bearded bust (new variety)
Uncertain Mint 40, in Commagene or western Mesopotamia: 2 tetradrs. Nisibis: 1 tetradr.
Susa: 2 tetradrs. (Alexandrine types) Antiochus Hierax
Ilium: 1 tetradr.
Uncertain Mint 47A, in western Asia Minor: 1 tetradr.
Uncertain Mint 37, in Mesopotamia: 1 tetradr. with draped and bearded bust Seleucus III
Antioch on the Orontes: 2 tetradrs. Perhaps Nisibis: 1 tetradr.(new variety) Achaeus
Sardes: 3 tetradrs., including 2 new varieties Antiochus III
Uncertain Mint 49, in Phrygia, perhaps Apameia: 1 tetradr.(new variety)
Uncertain Mint 68, perhaps Nisibis: 1 tetradr.
Susa, first reign (before Molon): 1 tetradr. Non-Seleucid contents: Alexander III
Lysimachus
Aetolian League
Prusias I
Side
northeast Arabia (perhaps also Antigonus Doson, Philip V, Marathus)",Dispersed,"Published below (pp. 000-000) by C. Lorber and A.R. Meadows. See A. Houghton, C. Lorber and O. Hoover, Seleucid Coins: a Comprehensive Catalogue, II. 2 (Lancaster, 2008), pp. 150-151.",203,E,,
,,,,,,,,9.542,,,Sivas,"Before 1996","120-63 BC","770 AE","Amisos: 573
  Kabeira: 14
  Khabakta: 6
  Komana: 28
  Laodikeia: 1
Amastris: 59
  Sinope: 86
  Uncert.: 2
Phanagoria: 1","Saberk Hanim Museum (inv. nos. 12498-13267)","O. Tekin, The Sivas Hoard:  Bronze coins of Pontos and Paphlagonia from the reign of Mithradates VI (Istanbul, 1999).",120,E,,
,,,,,,,,9.314,,,"unknown findspot, Greece","before 1960","86 BC",7AR,Chios,"Larisa, Greece, Town Hall coin collection","C. Lagos, NC 156 (1996), p. 279.",86,C,,
,,,,,,,,,10.284,,"Burdur environs?, Pisidia, Turkey",1970,"2nd-1st cent. BC","8 AE","Selge: 4 (Herakles/thunderbolt and bow)
1 (Herakles/Stag hd.)
3 (Herakles/Stag protome)","Burdur Museum","H. Köker and A. Çankaya, NC 166 (2006), p. 376, no. 44.",200,E,,
,,,,,,,8.127,,,,"Urfa, Turkey",1981,"350 - 330 BC","8 AR","Athens: (eastern imitations?) 4th cent. BC","in trade","pl. X, 6-10",,,,
,,,,,,,,,10.343,,"unknown Findspot",1986,"80 BC","8 AR","Elaeusa: 1 tetradr.
Aegeae: 7 tetradr.",Dispersed,"A. Houghton and S. Bendall, ‘A Hoard of Aegean Tetradrachms and the Autonomous Tetradrachms of Elaeusa Sebaste’, ANS MN 33 (1988), pp. 71-89, pl. 19. Possibly part of the same hoard as CH 8. 513 and 516. Cf. F. de Callataÿ, ‘La production des tétradrachmes civiques de la Cilicie jusqu’à la Palestine’, in C. Augé and F. Duyrat (eds), Les Monnayages Syriens (Beirut, 2002), p. 85.",80,E,,
,,,,,,,8.195,,,,"Roussé, Bulgaria",1979,"320 BC","8 AR, excavation","Macedonia, Philip II: 6 st.
Macedonia, Alexander III: 2 st.","Archaeological Museum, Sofia; inv. no.: ccxxxvi-1979","J. Youroukova, Archeologia 1-2 (1981) p. 126-130",,,,
,,,,,,,8.478,,,,Kerija/Adana,1981,"110 BC","8+ AR","Athens: New Style tetradr. (to Thompson 7306)","in trade","see pl. LXVII, 7-14",,,,
,,,,,,7.066,,,,,"Near East",1981,280,"8+ AR","Alexander III (Pella)
Demetrius Poliorcetes
Syria Seleucus I","In commerce",,,,,
,2.027,,,,,,,,,,Lycia,1970,440-430,"8+ AR","Kuprilli 
Teththiveibi
Mirne","Copenhagen, BM","O. Mørkholm and J. Zahle, Act. Arch 43, 1972, 60 ff, nos. 131, 139, 141, 160",,,,
,,,,,,,,9.482,,,"unknown findspot","1987 or earlier","c. 287-250 BC",8+AE,"Ephesus: 2 Arsinoe/stag l.,
  1 [A]PICTAI[OC]. BMC 72
  1Name uncertain
Miletus: 6 Apollo r./lion r. ,Deppert-Lippitz Period II, series IV
  1 ANTIAND[ROS]. D-L 342-354
  1 [AN]TIAN[DROS] or [AN]TIAN[VP].  D-L  
  342-354 or kinns, NC 1986. p.241.
  1 BASILE[IDHS]. D-L 280
  1 [F]AIDIMOS. D-L 382
  2 name uncertain","Fethiye (inv. nos. 4994, 4998 - 5003, 5006)","See pl. 000. There is no documentary evidencethat these coins came from a single find, but they were acquired on the same date from the same owner, and all have a uniform dark-green patina: the autonomus coins of Miletus and Ephesos are otherwise rare in Fethiye Museum.",287,E,,
,,,,,,,8.358,,,,"Lechaena, near Patras, Greece?",1986,"200-100 B.C.","80 (?) AE",,,,,,,
,,,,,,,,,10.040,,"Mende, Greece",1983,"323 BC","80 AU","Philip II
Pella: 40 sts.
Amphipolis: 20 sts.
Miletus: 1 st.
Uncertain: 1 st.
Alexander III
Macedonia: 10 dists., 1 st.
Miletus: 2 sts.
Sidon?: 3 sts.
Sidon: 2 sts.",,"H. A. Troxell, Studies in the Macedonian Coinage of Alexander the Great, ANS NS 21 (New York, 1997), pp. 134-136.",323,C,,
,,,,,,,8.416,,,,"unknown findspot, Turkey",unknown,"175 - 150 BC","80-100 AE; pot hoard","mostly Kibyra: including at least 4 with Helios/humped bull in shallow incuse square
Rhodes: 2+, rayed head of Helios profile r./rose (BMC 324-6); 1+ ?rose/rose (BMC 70-73)","Pamukkale (Hierapolis) Museum, on display 1989",,,,,
,,,,,,,,9.464,,,"unknown findspot","1997 or earlier","Late 4th cent. BC","80+ AR","Satrapal (archer/horseman) tetradrs.
Idrieus didrs.
Pixodarus c. 70 didrs.","In commerce","Konuk, Hekatomnids, p. 170. Id. ‚ÄòInfluences et El√©ments Ach√©m√©nides dans le monnayage de la Carie‚Äô, in M√©canismes et Innovations Mon√©taires dans l‚ÄôAnatolie Ach√©m√©nide. Numismatique et Histoire. Actes de la table ronde internationale d‚ÄôIstanbul, 22-3 mai 1997. Varia Anatolica XII (Paris, 2000), pp. 171-183 at 177-8.",320,E,,
,,,,,,,,,10.292,,"unknown Findspot",2000,"187-186 BC","800 AR","Tetradrs. in the name of Alexander III; Amphipolis: 3 (Price 443, 460, 474)
Uranopolis(?): 3 (Price 514, 521)
Sicyon: 2 (Price 723var; 725)
Argos: 2 (Price 729, 732)
Megalopolis: 1 (Price 747)
Uncertain Peloponnese: 2 (Price 759, 788)
Callatis: 1 (Price 936)
Mesembria: 3 (Price 982, 999)
Odessus: 2 (Price 1162var, 1165)
Sinope: 2 (Price 1258, 1265)
Uncertain Black Sea: 2 (Price 1324 var.)
Lampsacus: 7 (Price 1379, 1382, 1387, 1398)
Pergamum: 16 (Price 1473, 1482, 1483, 1489var.)
Abydus(?): 1 (Price 1551)
Assus: 1 (Price 1599)
Cyme: 2 (Price 1614, 1628)
Myrina: (Price 1648var)
Temnus: 1 (Price 1665)
Methymna: 1 (Price 1691)
Mytilene: 5 (Price 1699, 1701var, 1702, 1736)
‘Colophon’: 7 (Price 1769, 1777, 1797, 1807, 1825, 1827)
Colophon: 8 (Price 1844, 1844var, 1845, 1855, 1861, 1868, 1872var)
Ephesus: 3 (Price 1874, 1880, 1881)
Erythrae: 1 (Price 1906)
Magnesia ad Maeandr.: 12 (Price 2021, 2024var, 2029, 2036, 2043, 2046, 2050)
Miletus or Mylasa: 3 (Price 2074)
Miletus: 24 (Price 2151, 2167, 2168, 2175, -, 2182, 2185, 2187, -, 2204, -)
Phocaea: 1 (Price 2228)
Chios: 20 (Price 2375, 2378, 2384-5, 2387, 2387var, 2388, 2393-5, 2402)
Samos: 7 (Price 2446-7)
Mylasa: 2 (Price 2494var)
Nisyros: 2 (Price 2507)
Rhodes: 49 (Price 2511-2, 2514-5, 2517-8, 2520-3, 2523var, 2524)
Sardes: 2 (Price 2637)
Uncertain Asia Minor: 3 (Price 2822, 2824, 2825)
Phaselis: 52 (to year 24)
Aspendus: 86 (to year 20)
Perge: 141 (to year 29)
Sillyum: 1 (Price 2981var.)
Termessus: 4 (Price 2986, 2986var)
Aradus: 24 (to year 65 = 195/4 BC)
Babylon: 1 (Price 3746-7var)
Uncertain Mint: 1 (Price 4052)
Uncertain Issue: 1 (Price – [<LF> Σ and A(?)])
Barbarous Imitation 1 (Price -)
Posthumous Alexanders in the name of Philip: 16 drs.
Posthumous Alexanders in the name of Lysimachus: 10 drs.
Posthumous Lysimachi
Byzantium: 3 tetradrs.
Ephesus: 6 drs.
Uncertain: 2 tetradrs.
Civic Issues
Ephesus: 4 drs. (Bee/stag)
Alabanda (as Antioch) Series 1: 3 tertadrs.; 6 drs. Side: 97 tetradrs.; 2 drs.
Antigonus Doson: 1 (Poseidon/Apollo on prow)
Attalus I
2 tetradrs. (Philetaeri: )
Seleucids (71 tetradrs. and 13 drs.)
Seleucus I Seleuceia on the Tigris (Elephant quadriga): 4
Antiochus I
Ecbatana: 1 (SC I, 409.2g)
Seleuceia on the Tigris: 2 (SC I, 380.2b)
“Antiochus Soter” Coinage
ΔΕΛ Mint: 1 (SC I, 641)
Seleucus II
Antioch: 1 (SC I, 690a)
Nisibis: 2 (SC I, 749.1 and 2).
Susa: 2 (SC I, 788b)
Ecbatana: 1 (SC I, 807a)
Uncertain mint, indistinct controls.
Antiochus Hierax Parium: 2 (SC I, 836.6 and 14)
Uncertain Mint 46: 1 (SC I, 861)
Alexandria Troas: 1 (SC I, 877.9) Aegae: 1 (SC I, 890.1)
“Sardes”: 1 (SC I, 903.1)
Seleucus III Uncertain Mint 37: 1 (SC I, 918)
Antioch on the Orontes: 1 (SC I, 921.1)
Antiochus III “Sardes”: 1 (SC I, 989)
Uncertain Mint 49: 1 (SC I, 1000.1)
Soli: 2 (SC I 1019.4, 1020.4b)
Tarsus: 3 (SC I, 1025b, 1026.5, 1032a)
Tarsus or Subsidiary Mint: 1 (SC I, 1035)
Antioch: 9 (SC I, 1041.1 and 8, 1043.8, 1044.2, 1045.7, 1046.5)
 Mint: 3 (SC I, 1063)
Uncertain Mint 68: 1 (SC I, 1065.3)
Perhaps, Apameia: 1 (SC I, 1066)
Perhaps Laodiceia by the Sea: SC I, 1069.3.
Perhaps Laodiceia by the Sea: SC I, 1072.
Uncertain Mint 65: SC I, 1101.
ΔΙ Mint: 6 (SC I, 1113.1)
“Rose” Mint: 9 (SC I, 1121.2a, c, d, e, 1122.1b)
Nisibis: 2 (SC I, 1128.3b,1135)
Uncertain Mint 68: 5 (SC I, 1132.4, 1133.4a, c, 1133.8a, 1133.10)
Seleuceia on the Tigris: 2 (SC I, 1164, 1166).
Susa: 1 (SC I, 1205)
Seleucus IV Soli: 1 (SC II, 1303)
Probably intrusive:
Antiochus IV Tarsus: 1 (SC II 1376.2)
Ptolemais: 2 (SC II 1473a, 1476.1f)
Demetrius I Antioch: (SE 159=154/3 BC) 2 (SC II 1640.4, 1641.1)
Alexander I Antioch: 1 (SC II 1760.1b)
Antiochus VII Antioch: 1 (SC II, 3031.3).","In commerce","Full publication by Oliver Hoover (below). Cf. A. Houghton, C. Lorber and O. Hoover, Seleucid Coins: a Comprehensive Catalogue, II. 2 (Lancaster, 2008), pp. 77-78.",187,E,,
,,,,,,,,9.483,,,Phoenicia,1997,"285-80 BC","800 AR","Alexander III & Philip III 4dr:
Pella (A)
Amphipolis (A)
Sardes (A)
Side tarsus (A)
Uncert. S. Asia Minor (A)
Citium (A)
Salamis  (A & P)
Myraindrus (A)
Ake (A)
Aradus (A & P)
Byblos (A)
Marathus (A)
Sidon (A & P)
Tyre (A)
Uncert Phoenicia/Syria (A)
Babylon (A & P)
Babylonia (A)
Susa (A & P)
Ecbatana (A)
Memphis (A)
Uncert. East (A & P)

Demetrius Poliorcetes
Tyre

Seleucus I
Seleuceia ad Tigrim
Carrhae
Ecbatana",Dispersed,"C.A. Hersh, ‚ÄòThe Phoenicia 1997 Hoard of Alexander Type Tetradrachms‚Äô, AJN 10 (1998), pp. 37-40, and id. ‚ÄòTyrus Rediviva Reconsidered‚Äô, ibid. pp. 41-59, pls. 6-9.",285,E,,
,,,,,,,8.255,,,,"Near East",1983?,"285 BC","81 AR","Macedonia, Alexander III: 66 dr. Sardes 9, Miletus 6, Lampsacus 6, Abydus 3, Colophon 11, Magnesia 31
Macedonia, Philip III: 10 dr.
Lysimachus: 3 dr.
Seleucus I: 1 hemidr.
Pergamum: 1 ob.","in trade, London",,,,,
,,,,,,7.008,,,10.202,,"Ödemiş, Turkey",1981,"late 6th cent. BC","81 AR","CH 7.008: Lydia Croesus",Dispersed,"M.J. Price, Studies.. Leo Mildenberg, 1984, 211-221, fig. 1. C.H. Roosevelt, The Archaeology of Lydia, from Gyges to Alexander, (Cambridge, 2009), p. 252.  ",525,E,"Mints in CH 7.008. Price and Mildenberg references in CH 7.008. Roosevelt reference in CH 10.202.",
,,,,,,,8.528,,,,"Antalya environs, Turkey",1979,"060 - 40 B.C.","81+ AE","Lycia, Bubon: 1
Perga: 23
Side: 35
Etenna: 14
Selge: 7
Syria, Tryphon: 1","in commerce","W. Weiser,SNR 61 (1982) pp. 31-40",,,,
,,,,,,,8.305,,,,Turkey,1984,"240 BC","83+ AR","Calchedon: 3+ tetradr.
Byzantium: 35 tetradr.
Egypt, Ptolemaic: 40+ (w/ Byzantium conuntermarks)
Macedonia, Alexander III: c. 5
Macedonia (w/ Kallatis, countermarks)","in trade",,,,,
,,,,,,7.105,,,,,"Konya, Turkey",1981,"mid 2nd","84+ AR","Macedonia Alexander III Phaselis tetradrachms 15 (to year 26).
Aspendus tetradrachms 25 (to year 28). Perga tetradrachms 20 (to year 32).
23 (mint illegible).
Side tetradrachm 1","in commerce","R. Bauslaugh, ‘Cistophoric Countermarks and the Monetary Systems of Eumenes II’, NC 1990, p. 54, n. 40",,,,
,,,,,,,,,10.356,,"Burdur province, Pisidia?, Turkey",1987,"Mid-late 1st cent. BC","86 AE","Ceraitae: 14
Comama: 1
Cremna: 29
Sagalassus: 4
Selge: 25
Termessus: 12
Amyntas of Galatia: 1","Burdur Museum","H. Köker, NC 166 (2006), pp. 377-8, no. 51.",50,E,,
,,,,,,,,9.200,,,Macedonia/Thessaly,1992,"225 BC",86AR,"Alexander III
Amphipolis:  3 
Demetrius Poliorcetes 
Amphipolis:  3 
Antigonus Gonatas 
Amphipolis  45
Antigonus Doson:  5
Lysimachus
Pella:  1 
Amphipolis:  3
Lampsacus:  4 
Byzantium:  2 
Chalcedon:  1 
Uncert. mint:  1 
Eumenes I:  5
Attalos I:  1
Antiochus  II
Lysimacheia:  1 
Ephesos:  1
Seleucos II 
Antioch:  1
Antiochus Hierax  
Alexandria Troas:  1
Ptolemy II  
Sidon:  4  (to year 30)
Tyre:  2 (to year 21)
Cyprus?:  2",Athens,"I. Touratsoglou, Disiecta Membra. Two New Hellenistic Hoards from Greece (Athens, 1995).  Cf. reviews by R. Ashton, NCirc (1996), pp. 9-10 and F. de Callata√ø RBN (1996), pp. 296-99.",225,C,,
,,,,,,,8.520,,,,"Temenos on the Hiera Odos, Miletus, Didyma ?",,"075 B.C. c.","88 AE","Priene: 11
Magnesia ad Maeandrum: 9
Miletus: 8
Heraclea ad Latm.. : 6
Teos: 4
Ephesus: 2
Erythrae: 2
Samos: 2
Myus: 1
Phocaea: 1
Pergamon: 4
Cyzicus: 1
Iasos: 3
Cannus: 2
Cos 2
Bargylia: 1
Nysa: 1
Myrina: 1
Perga: 3
uncertain: 24",,"H.R. Baldus, Arch. Anz (1989.2), pp. 204-6",,,,
,,,,,,,,9.097,,,"Pella, Macedonia",1996,"End of the 4th cent. BC","9 AR, a pair of gold earrings and two gold rings, in excavations","Athens (old style): 7 tetradrs.
Alexander III: 2 drs.","XVIII Ephorate of Prehistoric and Classical Antiquities","M. Lilimbaki-Akamati, ‚ÄòThesauros apo ten perioche tou kanaliou tes Pellas‚Äô in Myrtos (Thessalonike, 2000), pp. 377-91.",,,,
,2.001,,,,,,,,,,"Western Thrace",,500-480,"9 EL, 1 AU","Cyzicus
Uncertain
Persia",,"M.J. Price, ‘A Field in Western Thrace’, in CH II, p. 7",,,,
,,,,,,,8.423,,,,"Central/Northern Greece?",1985/86,"170 BC","9+ AR","Rhodes and Pseudo-Rhodes: at least 9 dr. (1 Ainetor + caduceus, 1 Biottos? + Boukranion, 1 Gorgos + torch, 1 Gorgos + grapes, 1 Kallisthenes + thunderbolt, 1 Nikes + caduceus, 1 Peisikrates + Athena Promachos, 1 Sopolis + club, 1 Stasion + thunderbolt)

probably same hoard as no. 422","Dispersed. photos with R. Ashton",,,,,
,,3.018,,,,,,,,,"Canakkale-Yenidce, Turkey",1968,350,"9+ AR","Phocaea
Mytilene","dispersed; Istanbul","F. Bodenstedt, Phokaisches Eleckron-Geld von 600-326, CHR, 1975",,,,
,,,,,,,,,10.210,,"unknown Findspot, Anatolia?",2000-2001?,"478 BC","9+ AR","Western Thrace/uncertain: 1 st. Island of Thasos: 1 st. Acanthus, Macedonia: 1 tetradr. (fragment) Eretria on Euboia: 1 tetradr. (fragment) Naxos, Cycladic Islands: 1 st. Island of Chios: 1 didr. Caunus, Caria: 1 st.
Cyprus/uncertain mint: 2 sts.",,"S. Mani Hurter, ‘Le trésor “aux poulpes”: un petit trésor archaïque enfoui vers 478 av. J-C.’, RN 162 (2006), pp. 65-71, pl. iv; S. M. Hurter, ‘The “Octopus” Hoard. A Small Archaic Hoard Deposited in 478 BC.’ NAC 26 (2007), pp. 43-56 includes appendix by M. Egetmeyer.",478,E,,
,,,,,,,,9.477,,,"unknown findspot","1977 or earlier","Early 3rd cent. BC",9+AR,"Alexander III drs.
1 Price 862 (Uncert. Greece or Macedonia, but prob. Asiatic)
1 Price 1406 (Lampsacus)
1 Price 1560 (Abydus)
1 Price 1797 (Colophon)
1 Price 1856 (Colophon)
1 Price L25? (Colophon)
1Price P57 (Magnesia on the Meander)
1 Price 1992 (Magnesia on the Meander)
1 Price 2000 (Magnesia on the Meander)","Afyon (inv. nos. 3053-61)","R. Ashton, Essays Hersh, p. 22, n.3",300,E,,
,2.081,,,,,,,,10.289,,Syria,1971,"195/4 BC","90 AR","Antigonus Doson: 1 tetradr. (Poseidon/Apollo on prow)
Philip V: 1 tetradr. (Shield/club in wreath)
Posthumous Alexander tetradrs.
Megalopolis: 1 (Price 752)
Sinope: 1 (Price 1257)
Heraclea Pontica: 1 (Price 1281)
Pergamum: 1 (Price 1490)
Miletus: 2 (Price 2171, 2180)
Chios: 3 (Price 2393, -,-. Bauslaugh [1979] 50A, -,-) Samos: 2 (Price 2446-7)
Rhodes: 4 (Price 2511, 2517-8, 2520; Kleiner [1971], III, XI, XII, XIII)
Phaselis: 5 (to Yr. 19)
Aspendus: 3 (to Yr. 18)
Perge: 6 (to Yr. 26)
Aradus: 5 (to Yr. 195/4 BC)
Gerrha: 3 (Price 3957)
Uncert. Mints: 3
Ephesus: 3 drs.
Alabanda: 1 tetradr. Side: 22 tetradrs. Seleucus I: 1 Antiochus I: 2 Antiochus Hierax: 3 Antiochus III: 11 (incl. Tarsus and Soli)        Ptolemy II: 2
Ptolemy IV: 1
Ptolemy V: 2",Dispersed,"R. Bauslaugh, ‘Cistophoric Countermarks and the Monetary Systems of Eumenes II’, NC 1990, p. 52 and p. 54, n. 40. 
Now published in full by G. Le Rider, ‘Un Trésor de monnaies d’argent trouvé en Syrie en 1971 (CH II, 81)’, Syria 75 (1998), pp. 89-96.",195,E,"Bauslaugh reference in CH 2.081 Mints, Le Rider reference in CH 10.289.",
1.040,,,,,,,,,,,Thessaly,1971,315,"90+ AR","Philip II
Alexander III
Philip III
Larissa
Thebes
Opuntii
Athens","on file in BM",,,,,
