"CH 1","CH 2","CH 3","CH 4","CH 5","CH 6","CH 7","CH 8","CH 9","CH 10",IGCH,value,type,source
,,,,,,,,9.385,,,"F. Delrieux, ‘Les Monnaies de Mylasa aux types de Zeus Osogôa et Zeus Labraundeus’, NC 159 (1999), pp. 33–45, pls. 9–10.",Reference,9.385
,,,,,,,,9.388,,1201,Istanbul,Disposition,9.388
,,,,,,,,9.388,,1201,"For further discussion of the chronology and contents of this hoard, see CH 9 p. 100.",Reference,9.388
,,,,,,,8.093,9.389,,,"In commerce",Disposition,9.389
,,,,,,,8.093,9.389,,,"pl. V, 24-26; pl. VI, 1-24; pl. VII, 1-5",Reference,8.093
,,,,,,,8.091,9.390,,,Dispersed.,Disposition,9.390
,,,,,,,8.091,9.390,,,"Now published by E. Levante, ‚'Le trésor de Nagidos' in TCMA, pp. 7-11.",Reference,9.390
,,,,,,,8.587,9.391,,1259,"On composition, see A. Davesne, ‘La circulation monétaire en Cilicie à l’époque Achéménide’, REA 91 (1989), pp. 157–68, at 162–5. ",Reference,9.391
,,,,,,,8.587,9.391,,1259,"On the Aradian issues, see J. Elayi and A.G. Elayi, Trésors De Monnaies Phéniciennes Et Circulation Monétaire (Ve-IVe Siècles Avant J.-C.). Paris (1993), pp. 264–5, no. 60.",Reference,9.391
,,,,,,,,9.392,,,"New York 37, dispersed",Disposition,9.392
,,,,,,,,9.392,,,"K. Konuk, in R. Ashton, S. Hurter, G. Le Rider and R. Bland (eds.) Studies in Greek Numismatics in Memory of Martin Jessop Price. London (1998), pp. 197-223, at 217.",Reference,9.392
,,,,,,,,9.393,,,"In commerce.",Disposition,9.393
,,,,,,,,9.393,,,"To be published by A. Meadows",Note,9.393
,,,,,,,,9.394,,,"In commerce.",Disposition,9.394
,,,,,,,,9.394,,,"See K.A. McGregor, The Coinage of Salamis, Cyprus, from the sixth to the fourth centuries BC, unpublished PhD thesis, London (1999), p. 288.",Reference,9.394
,,,,,,,,9.394,,,"To be published by A. Meadows",Note,9.394
,,,,,,,,9.401,,1263,London,Disposition,9.401
,,,,,,,,9.401,,1263,"This hoard, which was recorded by Noe (no. 292) as a separate hoard was amalgamated in IGCH with a larger group of coins in the ANS (Noe 251) to form IGCH 1263. The two groups are not in fact from the same hoard, and Noe’s division should be re-instated. See A. Destrooper-Georgiades, ‘Two Cilician Hoards of the fourth century’, RBN 134 (1988), pp. 19–39, 19 n. 2. ",Reference,9.401
,,,,,,,,9.402,,,"In commerce",Disposition,9.402
,,,,,,,,9.402,,,"N. Vismara, Ripostigli D'epoca Pre-ellenistica (6.-4. Sec. A. C.) Con Monete Della Lycia Arcaica : Aspetti E Problemi Di Distribuzione E Di Circolazione : Catalogo Dei Ritrovamenti Di Lycia (?) 1972 (?) E Lycia (?) 1973 (?). Milan (1999), p.103, no. 16.",Reference,9.402
,,,,,,,,9.403,,,Burdur,Disposition,9.403
,,,,,,,,9.403,,,"Greek Coin Hoards in Turkey (1999), p. 31, nos. 670-81.",Reference,9.403
,,,,,,,8.587,9.404,,1500,"Listing of the Phoenician content and redating on the basis of Sidonian element in J. Elayi and A.G. Elayi, Trésors De Monnaies Phéniciennes Et Circulation Monétaire (Ve-IVe Siècles Avant J.-C.). Paris (1993), pp. 201-6, no.43.",Reference,9.404
,,,,,,,,9.407,,1214,"For the revised burial date of the basis of Ephesian and Hecatomnid content see K. Konuk, The Coinage of the Hekatomnids of Caria, unpublished DPhil thesis (Oxford, 1998), pp. 106-8, and pp. 342-52 for a die-study of the Ephesian issues.",Reference,9.407
,,,,,,,,9.408,,,Antalya,Disposition,9.408
,,,,,,,,9.408,,,"Greek Coin Hoards in Turkey (1999) p. 35, nos. 207-44",Reference,9.408
,,,,,,,8.587,9.409,,1252,"For the problems of dating this hoard and revision of the burial date, see J. Elayi and A.G. Elayi, Trésors De Monnaies Phéniciennes Et Circulation Monétaire (Ve-IVe Siècles Avant J.-C.). Paris (1993), pp. 266-8, no. 62.",Reference,9.409
,,,,,,,,9.410,,,"Izmir Archaeological Museum",Disposition,9.410
,,,,,,,,9.410,,,"M. Özsay in Izmir I, pp. 29–49, pls. ii–xx.",Reference,9.410
,,,,,,,,9.412,,1218,"For the revised listing and burial date and discussion of find-spot, see K. Konuk, The Coinage of the Hekatomnids of Caria, unpublished DPhil thesis (Oxford, 1998), pp. 106-8, and pp. 342-52 for a die-study of the Ephesian issues.",Reference,9.412
,,,,,,,,9.412,,1218,Istanbul,Disposition,9.412
,,,,,,,,9.415,,,"G. le Rider, ‘Un trésor d’oboles de poids persique éntré au Musée de Silifke en 1987’ in M. Amandry, M. and G. Le Rider, Trésors et circulation monétaire en Anatolie antique, (1994) pp. 13–18, pl. i.",Disposition,9.415
,,,,,,,,9.415,,,,Reference,9.415
,,,,,,,,9.416,,,"Dispersed in four lots.",Disposition,9.416
,,,,,,,,9.416,,,"H.A. Troxell and J.H. Kagan, ‘Cilicians and their neighbours in miniature’, in KME, pp. 275–90, pls. 63–4.",Reference,9.416
,,,,,,,,9.417,,,Antalya,Disposition,9.417
,,,,,,,,9.417,,,"Greek Coin Hoards in Turkey (1999), p. 31, nos. 1-206.",Reference,9.417
,,,,,,,,9.418,,1266,"London 36, Oxford 17, New York 1, Lisbon 1",Disposition,9.418
,,,,,,,,9.418,,,"For revised listing and diposition (one coin of Cos and 3 of Ephesus cannot now be traced), see K. Konuk, The Coinage of the Hekatomnids of Caria, unpublished DPhil thesis (Oxford, 1998), pp. 109-11 and pp. 342-52 for a die-study of the Ephesian issues.",Reference,9.418
,,,,,,,,9.420,,,"private collection",Disposition,9.420
,,,,,,,,9.420,,,"M.Alram: Dareikos und Siglos. Ein neuer Schatzfund achaimenidischer Sigloi aus Kleinasien. (preliminary report), in: Res Orientales V.",Reference,9.420
,,,,,,,8.143,9.422,,,Dispersed,Disposition,9.422
,,,,,,,8.143,9.422,,,"CH 8 pl. XIV, 43-47; pl. XV, 1-40; pl. XVI, 1-40; pl. XVI, 1-45; pl. XVIII, 1-20",Reference,8.143
,,,,,,,8.143,9.422,,,"For a die-study of this hoard see now I. Carradice, in R. Ashton, S. Hurter, G. Le Rider and R. Bland (eds.) Studies in Greek Numismatics in Memory of Martin Jessop Price. London (1998), pp. 65-81.",Reference,9.422
,,,,,,,,9.424,,1211,Athens,Disposition,9.424
,,,,,,,,9.424,,1211,"For corrected listing and revised burial date see K. Konuk, The Coinage of the Hekatomnids of Caria, unpublished DPhil thesis (Oxford, 1998), p. 109.",Reference,9.424
,,,,,,,8.587,9.436,,1515,"Discussion of this hoard and its relation to IGCH 1496 in J. Elayi and A.G. Elayi, Trésors De Monnaies Phéniciennes Et Circulation Monétaire (Ve-IVe Siècles Avant J.-C.). Paris (1993) pp. 83-7, no. 9 and p.201 no. 42.",Reference,9.436
,,,,,,,,9.440,,1504,"Found with jewelry",Note,9.440
,,,,,,,,9.440,,1504,"Discussion of content in Y. Meshorer and S. Qedar, The Coinage of Samaria in the fourth century BC (Jerusalem, 1991). ",Reference,9.440
,,,,,,,,9.440,,1504,"For the above listing of the Phoenician content see J. Elayi and A.G. Elayi, Trésors De Monnaies Phéniciennes Et Circulation Monétaire (Ve-IVe Siècles Avant J.-C.). Paris (1993) pp. 231-39, no. 51, pl. 34.",Reference,9.440
,,,,,,,8.587,9.450,,1762,"For discussion of the dates of discovery and burial J. Elayi and A.G. Elayi, Trésors De Monnaies Phéniciennes Et Circulation Monétaire (Ve-IVe Siècles Avant J.-C.). Paris (1993), pp. 270–3, no. 64 (nb. for ‘Chios’, read ‘Cius’ throughout).",Reference,9.450
,,,,,,,,9.454,,,"Afyon (inv. nos. 1185 - 1194)",Disposition,9.454
,,,,,,,,9.454,,,"R. Ashton, M. Üyümez, U. Hoﬂgören, ‘Five Alexander Hoards in Afyon Museum’, NC 156 (1996), pp. 259–68, no. 80, pl. 41.",Reference,9.454
,,,,,,,,9.458,,,"Okray Collection",Disposition,9.458
,,,,,,,,9.458,,,"Greek Coin Hoards in Turkey (1999), p. 41, nos. 762-6.",Reference,9.458
,,,,,,,,9.459,,,Dispersed,Disposition,9.459
,,,,,,,,9.459,,,"R. Ashton, in A. Burnett, U. Wartenberg, and R. Witschonke (eds.) Coins of Macedonia and Rome: Essays in Honour of Charles Hersh. London (1998), pp. 109–12, pp. 45–6.  ",Reference,9.459
,,,,,,,,9.459,,,"All coins in very fine condition and with black patina.",Note,9.459
,,,,,,,,9.459,,,"See CH 9 Plate 52.",Reference,9.459
,,,,,,,8.189,9.460,,,Dispersed.,Disposition,9.460
,,,,,,,8.189,9.460,,,"Now published by C. A. Hersh and H.A. Troxell, ‘A 1993 Hoard of Alexander Drachms from the Near East’, AJN 5–6 (1993–4), pp. 13–42.",Reference,9.460
,,,,,,,8.587,9.462,,1510,"For listing and photographs, see J. Elayi and A.G. Elayi, Trésors De Monnaies Phéniciennes Et Circulation Monétaire (Ve-IVe Siècles Avant J.-C.). Paris (1993), pp. 139-47, no. 26, pls. 20-25.",Reference,9.462
,,,,,,,,9.463,,,Dispersed,Disposition,9.463
,,,,,,,,9.463,,,"To be published by P. Kinns and R.H.J. Ashton.",Note,9.463
,,,,,,,,9.464,,,"In commerce",Disposition,9.464
,,,,,,,,9.464,,,"K. Konuk, The Coinage of the Hekatomnids of Caria, unpublished DPhil thesis (Oxford, 1998), p. 170. Id. ‘Influences et Eléments Achéménides dans le monnayage de la Carie’, in Mécanismes et Innovations Monétaires dans l’Anatolie Achéménide. Numismatique et Histoire. Actes de la table ronde internationale d’Istanbul, 22–3 mai 1997. Varia Anatolica XII (Paris, 2000), pp. 171–183 at 177–8.",Reference,9.464
,,,,,,,,9.465,,,"In commerce",Disposition,9.465
,,,,,,,,9.465,,,"A. Davesne and A. Lemaire, ‘Trésors hellénistiques du Proche-Orient’, RN 151 (1996), pp. 51–76, no.1.",Reference,9.465
,,,,,,,,9.466,,1471,"Nicosia, Cyprus Museum",Disposition,9.466
,,,,,,,,9.466,,1471,"A. Destrooper-Georgiades, NC 155 (1995), p. 324, no. 1. ",Reference,9.466
,,,,,,,,9.466,,1471,"B. Lichocka, ‘Un trésor de monnaies hellénistiques à Nea Paphos’, 50 years of Polish excavations in Egypt and the Near East. Acts of the Symposium at the Warsaw University, 1986 (Warsaw, 1992), pp. 206–14.",Reference,9.466
,,,,,,,,9.467,,,"Afyon Archaeological Museum (inv. nos. 3053-3063)",Disposition,9.467
,,,,,,,,9.467,,,"R. Ashton, M. Üyümez, U. Hoﬂgören, ‘Five Alexander Hoards in Afyon Museum’, NC 156 (1996), pp. 259–68, no. 82, pl. 44.",Reference,9.467
,,,,,,,,9.470,,,"Found in excavations",Note,9.470
,,,,,,,,9.470,,,Ankara,Disposition,9.470
,,,,,,,,9.470,,,"To be published by K.W. Harl in forthcoming volume of Gordion excavations.",Note,9.470
,,,,,,,,9.471,,,"In commerce",Note,9.471
,,,,,,,,9.471,,,"To be published by A. Meadows",Note,9.471
,,,,,,,,9.472,,,"Afyon (inv. nos. 6235-6264)",Disposition,9.472
,,,,,,,,9.472,,,"R. Ashton, M. Üyümez, U. Hoﬂgören, ‘Five Alexander Hoards in Afyon Museum’, NC 156 (1996), pp. 259–68, no. 84, pl. 46.",Reference,9.472
,,,,,,,,9.473,,,"Chios Museum of Prehistoric and Classical Antiquities",Disposition,9.473
,,,,,,,,9.473,,,"C. Lagos, NC 156 (1996), p. 268. ",Reference,9.473
,,,,,,,,9.473,,,"the discovery of the coins in the excavation was noted in ARXAIOLOGIKON DELTION B2 1988 (Athens, 1992), p. 463. ",Reference,9.473
,,,,,,,,9.473,,,"To be published by E. Papageorgiou.",Reference,9.473
,,3.030,,,,,,9.474,,,"Afyon (inv. nos. 749-819)",Disposition,9.474
,,,,,,,,9.474,,,"R. Ashton, M. Üyümez, U. Hoﬂgören, ‘Five Alexander Hoards in Afyon Museum’, NC 156 (1996), pp. 259–68, no. 81, pls. 41–44.",Reference,9.474
,,,,,,,,9.475,,,"Ankara  (inv. nos. 2-60)",Disposition,9.475
,,,,,,,,9.475,,,"T. Göktürk, ‘Three Rhodian Coin Hoards’, Anadolu Medeniyetleri Müzesi 1992 (Ankara, 1993), pp. 167–96.",Reference,9.475
,,,,,,,,9.477,,,"Afyon (inv. nos. 3053-61)",Disposition,9.477
,,,,,,,,9.477,,,"R. Ashton, in A. Burnett, U. Wartenberg, and R. Witschonke (eds.) Coins of Macedonia and Rome: Essays in Honour of Charles Hersh. London (1998), pp. 109–12, p. 22, n.3",Reference,9.477
,,,,,,,8.295,9.479,,,"Coins on the market which certainly or probably come from the hoard include: G. Hirsch 175 (1992), 380-393; G. Hirsch 176 (1992), 301; Giessener Münzhandlung 60 (1992), 218-219, 222-224; Lanz 62 (1992), 359; Tkalec 23 Oct. 1992, 133; CNG XXIV (1992), 299; Numismatica Ars Classica 5 (1992), 156.",Reference,8.295
,,,,,,,8.295,9.479,,,"Dispersed. Lot A on London Market, lot C on German Market.",Disposition,8.295
,,,,,,,8.295,9.479,,,"Ashton CNR Vol. XVII/3 (1992/3), pp.3-4.",Reference,8.295
,,,,,,,8.295,9.479,,,"P. Requier, ‘Les premiers tetradrachmes hellénistiques de Cos’, SNR 75 (1996), pp. 53–75, adds a fourth lot (d) of 51 coins to those listed in CH 8.",Reference,9.479
,,,,,,,,9.480,,,"Afyon (inv. nos. 1, 6-11, 13, 18-22, 24-25, 32-35)",Disposition,9.480
,,,,,,,,9.480,,,"R. Ashton, M. Üyümez, U. Hoﬂgören, ‘Five Alexander Hoards in Afyon Museum’, NC 156 (1996), pp. 259–68, no. 83, pl. 45.",Reference,9.480
,,,,,,,,9.482,,,"Fethiye (inv. nos. 4994, 4998 - 5003, 5006)",Disposition,9.482
,,,,,,,,9.482,,,"There is no documentary evidence that these coins came from a single find, but they were acquired on the same date from the same owner, and all have a uniform dark-green patina: the autonomus coins of Miletus and Ephesos are otherwise rare in Fethiye Museum.",Note,9.482
,,,,,,,,9.482,,,"See CH 9 Plate 52.",Reference,9.482
,,,,,,,,9.483,,,Dispersed,Disposition,9.483
,,,,,,,,9.483,,,"C.A. Hersh, ‘The Phoenicia 1997 Hoard of Alexander Type Tetradrachms’, AJN 10 (1998), pp. 37–40, and id., ‘Tyrus Rediviva Reconsidered’, ibid. pp. 41–59, pls. 6–9.",Reference,9.483
,,,,,,,8.284,9.486,,,Adana,Disposition,9.486
,,,,,,,8.284,9.486,,,"A. Davesne, 'Le tresor de monnaies d'or Ptolemaiqes d'Aydincik', Arastirma Sonuclari Toplantisi VI (1988), pp. 407-409.",Reference,8.284
,,,,,,,8.284,9.486,,,"Now published by A. Davesne, ‚'Le trésor d'Aydincik 1974' in TCMA, pp.37-43, Pl.II.",Reference,9.486
,,,,,,,,9.487,,,"E. Papaefthymiou, ‘Un trésor (1995) de 80 drachmes aux types d’Alexandre III’, MNHMH Price, pp. 119–34.",Reference,9.487
,,,,,,,,9.487,,,"In commerce",Disposition,9.487
,,,,,,,,9.488,,,"In commerce",Disposition,9.488
,,,,,,,,9.488,,,"A. Davesne and A. Lemaire, ‘Trésors hellénistiques du Proche-Orient’, RN 151 (1996), pp. 51–76, no. 2.",Reference,9.488
,,,,,,,,9.489,,,Antakya,Disposition,9.489
,,,,,,,,9.489,,,"A. Davesne and V. Yenísoganci, ‘Les Ptolemées en Séleucide: Le Trésor d’Hüseyinli’, RN6 34 (1992), pp. 23–36.",Reference,9.489
,,,,,,,,9.490,,,Ankara,Disposition,9.490
,,,,,,,,9.490,,,"To be published by K.W. Harl in forthcoming volume of Gordion excavations.",Reference,9.490
,,,,,,,8.290,9.491,,,"This entry to be deleted: it is contaminated with coins attributable to the Ma’aret En-Nu’man hoard (CH 6.37; 7.98; 8.433; 9.511). See P. Kinns, ‘The Attic weight drachms of Ephesus: a preliminary study in the light of recent hoards’, NC 159 (1999), pp. 47–97 at 55.",Reference,9.491
,,,,,,,,9.494,,,"Izmir Archaeological Museum",Disposition,9.494
,,,,,,,,9.494,,,"A. Travaglini in Izmir I, pp.109-20, pls. XXXIV-XXXXVIII.",Reference,9.494
,,,,,,,,9.495,,,"Okray Collection",Disposition,9.495
,,,,,,,,9.495,,,"Greek Coin Hoards in Turkey (1999), p. 39, nos. 718-22.",Reference,9.495
,,,,,,,,9.499,,1299,Istanbul,Disposition,9.499
,,,,,,,,9.499,,1299,"Full publication and discussion now in G. Le Rider, ‘Les trouvailles monétaires dans le temple d’Artémis à Sardes’, RN6 33 (1991), pp. 71–88, pl. 7.",Reference,9.499
,,,,,,,,9.500,,1300,"Full publication and discussion now in G. Le Rider, ‘Les trouvailles monétaires dans le temple d’Artémis à Sardes’, RN6 33 (1991), pp. 71–88.",Reference,9.500
,,,,,,,,9.501,,,"Gaziantep Archaeological Museum",Disposition,9.501
,,,,,,,,9.501,,,"E. Özgen and A. Davesne, ‘Le trésor de Oylum Höyü€ü’ in TCMA, pp. 45–49, pls. iii–viii. ",Reference,9.501
,,,,,,,,9.501,,,"P. Kinns, ‘The Attic weight drachms of Ephesus: a preliminary study in the light of recent hoards’, NC 159 (1999), pp. 47–97 at 50–1.",Reference,9.501
,,,,,,,,9.502,,,"Pergamum excavation.",Disposition,9.502
,,,,,,,,9.502,,,"H. Voegtli, ‘Zwei Münzfunde aus Pergamon’, SNR (1990), pp. 41–49.",Reference,9.502
,,,,,,,,9.502,,,"Found with 25 AE flans.",Note,9.502
,,,,,,,,9.504,,,"Chios, Public Library of Koraes",Disposition,9.504
,,,,,,,,9.504,,,"H. Papageorgiadou, XIAKA XRONIKA, 1985, pp. 3-18. ",Reference,9.504
,,,,,,,,9.504,,,"C. Lagos, NC 156 (1996), pp. 277-8.",Reference,9.504
,,,,,,,,9.505,,,"Afyon (inv. nos. 996-1000)",Disposition,9.505
,,,,,,,,9.505,,,"R. Ashton, in A. Burnett, U. Wartenberg, and R. Witschonke (eds.) Coins of Macedonia and Rome: Essays in Honour of Charles Hersh. London (1998), pp. 109–12, p. 36, n.4. ",Reference,9.505
,,,,,,,,9.505,,,"Afyon inv. no 995, an Alexander tetradr. of Clazomenae (Price 1740), was acquired with the rest of the group, but was probably not part of the presumed hoard.",Reference,9.505
,,,,,,,,9.506,,,"Istanbul (inv. nos. 6226-9, 6232-5, 6238-47, 6249-6267, 6269-6271)",Disposition,9.506
,,,,,,,,9.506,,,"P. Kinns, ‘The Attic weight drachms of Ephesus: a preliminary study in the light of recent hoards’, NC 159 (1999), pp. 47–97 at 51–55.",Reference,9.506
,,,,,,,,9.507,,,Dispersed.,Disposition,9.507
,,,,,,,,9.507,,,"G. Le Rider, ‘Séleucos IV à Ptolémaïs: le Trésor du Liban 1989’, RN6 34 (1992), pp. 37–45.",Reference,9.507
,,,,,,,,9.508,,,Burdur,Disposition,9.508
,,,,,,,,9.508,,,"M. Arslan, ‘Yeﬂilova-Çeltek Side Tetradrahmi Definesi 1995’, Adalya 2 (1998), 51–69.",Reference,9.508
,,,,,,,8.427,9.509,,,"Private collection",Disposition,9.509
,,,,,,,8.427,9.509,,,"On this hoard see further R.H.J. Ashton, ‘Pseudo-Rhodian Drachms from Central Greece’, NC 155 (1995), pp. 3, 8, 10.",Reference,9.509
,,,,,,,,9.510,,,"In commerce",Disposition,9.510
,,,,,,,,9.510,,,"See P. Kinns, ‘The Attic weight drachms of Ephesus: a preliminary study in the light of recent hoards’, NC 159 (1999), pp. 47–97 at 60–2. ",Reference,9.510
,,,,,,,,9.510,,,"Groups A and B appeared on the London market separately, but similarity of content and condition make it likely that they derive from one hoard.",Note,9.510
,,,,,,,,9.512,,,"private collection",Disposition,9.512
,,,,,,,,9.512,,,"R. Ashton, ‘The Hellenistic Hemidrachms of Kaunos’, RBN  145 (1999), pp. 141–54, pls. 14–16.  ",Reference,9.512
,,,,,,,,9.512,,,"Some contemporary plinthophoric drachms of Caunus probably also formed part of the hoard.",Note,9.512
1.075,,,,,,,,9.513,,1552,"For further discussion on the issues of Aradus and Ephesus see G. Le Rider, ‘Ephèse et Arados au IIe siècle avant notre ère’, QT 20 (1991), 193–212 at 196 ",Reference,9.513
1.075,,,,,,,,9.513,,1552,"and P. Kinns, ‘The Attic weight drachms of Ephesus: a preliminary study in the light of recent hoards’, NC 159 (1999), pp. 47–97. ",Reference,9.513
,,,4.057,,,,,9.516,,,"Private collection",Disposition,9.516
,,,4.057,,,,,9.516,,,"For publication of this hoard see R. Ashton, ‘The Pseudo-Rhodian Drachms of Mylasa’, NC 1992, pp. 1–39.",Reference,9.516
,,,,,,,,9.517,,,Dispersed.,Disposition,9.517
,,,,,,,,9.517,,,"W.E. Metcalf,  ‘A Late Second Century Hoard of Posthumous Alexanders’, SNR  73 (1994), pp.  19–53.",Reference,9.517
,,,,,,,,9.518,,,Antalya,Disposition,9.518
,,,,,,,,9.518,,,"Greek Coin Hoards in Turkey (1999), p. 36, nos. 345-613",Reference,9.518
,,,,,,,,9.519,,,"Izmir Archaeological Museum",Disposition,9.519
,,,,,,,,9.519,,,"A. Travaglini in Izmir I, pp. 149-64, pls. LI-LXVIII.",Reference,9.519
,,,,,,,,9.520,,,"In commerce?",Disposition,9.520
,,,,,,,,9.520,,,"R. Ashton, ‘A hoard of Koan coins’, NC 156 (1996), pp. 278–9, pl. 49.",Reference,9.520
,,,,,,,,9.521,,,"In commerce",Disposition,9.521
,,,,,,,,9.521,,,"W. Leschhorn, ‘Ein Schatzfund sidetischer Münzen’, in P.R. Franke et al. (eds.), Side: Münzprägung, Inschriften und Geschichte einer aniken Stadt in der Türkei (Saarbrücken, 1988), pp. 23–42.",Reference,9.521
,,,,,,,,9.522,,,"In commerce",Disposition,9.522
,,,,,,,,9.522,,,"B. Zabel and A.R. Meadows, ‘The “Myndos” 1996 Hoard’, below, pp. 244–252.",Reference,9.522
,,,,,,,,9.524,,,"Usak Museum, on display",Disposition,9.524
,,,,,,,,9.525,,,"In commerce",Disposition,9.525
,,,,,,,,9.525,,,"To be published by R.H.J. Ashton.",Note,9.525
,,,,,,,8.467,9.526,,,"In commerce",Disposition,9.526
,,,,,,,8.467,9.526,,,"For acceptance of the intrusive status of the dr. of Demetrius II (second reign) listed in CH 8, and a consequent date of c. 145 BC for the deposit of this hoard see P. Kinns, ‘The Attic weight drachms of Ephesus: a preliminary study in the light of recent hoards’, NC 159 (1999), pp. 47–97 at 74–5.",Reference,9.526
,,,,,,,,9.527,,,Dispersed,Disposition,9.527
,,,,,,,,9.528,,1542,"ANS, dispersed",Disposition,9.528
,,,,,,,,9.528,,1542,"For a revised list and date, see W.E. Metcalf, ‘The Ain Tab Hoard (IGCH 1542)’, in in A. Burnett, U. Wartenberg, and R. Witschonke (eds.) Coins of Macedonia and Rome: Essays in Honour of Charles Hersh. London (1998), pp. 109–12, pp. 59–66. For the chronology, id., ‘A Late Second Century Hoard of Posthumous Alexanders’, SNR  73 (1994), pp.  19–53.",Reference,9.528
1.080,,3.058,,,,,8.442,9.530,,,"Sinope, dispersed",Disposition,9.530
1.080,,3.058,,,,,8.442,9.530,,,"Hirsch Sale Cat. 8, iii, 71, 99-111, 113-116, 142-5, 174-8, 183, 190, 199, 201, 203, 281-2",Reference,1.080
1.080,,3.058,,,,,8.442,9.530,,,"C. Boehringer, SNR 1975, 37-64",Reference,3.058
1.080,,3.058,,,,,8.442,9.530,,,"The remainder (those in Sinop Museum) to be published by M. Arslan, in The ancient coins in Sinop Museum, Casey, Arslan, Brickstock and Tek ed. forthcoming",Reference,8.442
1.080,,3.058,,,,,8.442,9.530,,,"H.B. Mattingly, ‘The Beginning of Athenian New Style Silver Coinage’, Numismatic Chronicle 150 (1990), p. 68",Reference,
1.080,,3.058,,,,,8.442,9.530,,,"Greek Coin Hoards in Turkey (1999), p. 36, nos. 330-44.",Reference,9.530
,,,,,,,,9.532,,,"In commerce",Disposition,9.532
,,,,,,,,9.532,,,"See P. Kinns, ‘The Attic weight drachms of Ephesus: a preliminary study in the light of recent hoards’, NC 159 (1999), pp. 47–97 at 75–6, suggesting that the Seleucid coins are intrusive.",Reference,9.532
,,,,,,,,9.535,,,"Izmir Archaeological Museum",Disposition,9.535
,,,,,,,,9.535,,,"P. Aydemir in Izmir I, pp. 139-42, pls. XLIX-L.",Reference,9.535
,,,,,,,,9.536,,,Unknown,Disposition,9.536
,,,,,,,,9.536,,,"J. Nollé, ‘Kitanaura. Münzen und Geschichte einer kleinen Stadt in den ostlykischen Bergen’, JNG 46 (1996), pp. 7–29.",Reference,9.536
,,,,,,,,9.537,,,"Ankara (inv.nos. 1623-39)",Disposition,9.537
,,,,,,,,9.537,,,"T. Göktürk, ‘Three Rhodian Coin Hoards’, Anadolu Medeniyetleri Müzesi 1992 (Ankara 1993), pp. 167–96. ",Reference,9.537
,,,,,,,,9.540,,,Antalya,Disposition,9.540
,,,,,,,,9.540,,,"Greek Coin Hoards in Turkey (1999), p. 37, nos. 682-6.",Reference,9.540
,,,,,,,,9.541,,,"In commerce",Disposition,9.541
,,,,,,,,9.541,,,"A. Davesne and A. Lemaire, ‘Trésors hellénistiques du Proche-Orient’, RN 151 (1996), pp. 51–76, no. 3.",Reference,9.541
,,,,,,,,9.542,,,"Saberk Hanim Museum (inv. nos. 12498-13267)",Disposition,9.542
,,,,,,,,9.542,,,"O. Tekin, The Sivas Hoard:  Bronze coins of Pontos and Paphlagonia from the reign of Mithradates VI (Istanbul, 1999).",Reference,9.542
,,,,,,,8.474,9.543,,,"In two lots in commerce",Disposition,9.543
,,,,,,,8.474,9.543,,,"For full publication and argument in favour of the integrity of the hoard (questioned in CH 8), see P. Kinns, in R. Ashton, S. Hurter, G. Le Rider and R. Bland (eds.) Studies in Greek Numismatics in Memory of Martin Jessop Price. London (1998), pp. 175-95, pls. 38-46.",Reference,9.543
,,,,,,,,9.548,,,"Found in excavations",Note,9.548
,,,,,,,,9.548,,,"H. Gitler and Y. Kahanov, CH 9 pp. 259–268.",Reference,9.548
,,,,,,,,9.551,,,Antalya,Disposition,9.551
,,,,,,,,9.551,,,"Greek Coin Hoards in Turkey (1999), p. 36, nos. 330-44.",Reference,9.551
,,,,,,,,9.552,,,"Okray Collection",Disposition,9.552
,,,,,,,,9.552,,,"Greek Coin Hoards in Turkey (1999), p. 38, nos. 699-717. ",Reference,9.552
,,,,,,,,9.553,,,"In commerce",Disposition,9.553
,,,,,,,,9.553,,,"C. Arnold-Biucchi, ‘Un trésor de tétradrachmes hellénistiques d’Aigeai en Cilicie’ in Travaux Le Rider, pp. 1–13, pls. 1–2.",Reference,9.553
,,,,,,,,9.555,,1355,"Contents and implications for Rhodian coinage discussed by K. Jenkins, ‘Rhodian Plinthophoroi – a sketch’ in KME, pp. 101–19, pls. 29–34.",Reference,9.555
,,,,,,,,9.556,,,"Found in excavations",Note,9.556
,,,,,,,,9.556,,,"Yerevan (inv. nos. 19798/1-37)",Disposition,9.556
,,,,,,,,9.556,,,"K. Mouseghian, A Mouseghian and G. Depeyrot, History and Coin Finds in Armenia (Wetteren, 2000), pp. 91-5, pls. 4-5.",Reference,9.556
,,,4.072,,,,,9.557,,,"Private collection",Disposition,9.557
,,,4.072,,,,,9.557,,,"R. Ashton, ‘A Hoard of late Rhodian Plinthophoric Hemidrachms’, NC 1991, pp. 202–204.",Reference,9.557
,,,,,6.046,7.134,,9.558,,,"Chios Museum",Disposition,9.558
,,,,,6.046,7.134,,9.558,,,"Ch. Papageorgiadou, 'Eurhma Gridivn Xiou', ArchAnAth 20 (1987), pp. 184-190.  English summary. Notes uncertainty of inclusion of Roman and Pergamene coins.",Reference,9.558
,,,,,,,,9.559,,,"Tokat Museum of achaeology and ethnology, nos. 3684-4092.",Disposition,9.559
