"id","value","type"
"igch0362","Borrell, NC 1843-4, p. 153, note","ref"
"igch0362","Beulé, Les Monnaies d' Athènes (Paris, 1858),  pp. 43-4, (illus. 1 Athens)","ref"
"igch0362","Babelon, Catalogue des monnaies grecques de la Bibliothèque Nationale. Les Perses (Paris, 1893), p. xiv, illus. (3 darics); JIAN 1905, pp. 42-3","ref"
"igch0362","Howorth, NC 1903, p. 29","ref"
"igch0362","Starr, Athenian Coinage, p. 87","ref"
"igch1169","Oxford 10","disposition"
"igch1169","BSA 1957, pp. 95 f.","ref"
"igch0904","dispersed","disposition"
"igch0904","Gerasimov, BIAB 27 (1964), p. 238","ref"
"igch1135","Sevastopol'","disposition"
"igch1135","Information from A. M. Gilevich","note"
"igch0273","Athens","disposition"
"igch0273","Varoucha, BCH 1958, p. 652 (The second hd.  referred to contained Athenian Imperial coins)","ref"
"igch2090","dispersed","disposition"
"igch2090","Jenkins, Gela, pp. 159-60","ref"
"igch2371","Aix","disposition"
"igch2371","Benoît, Gallia 1954, pp. 285-6","ref"
"igch2371","Rolland, RN 1956-7, p. 99, note 9 (mentions 3 dr.  and 3 vict.)","ref"
"igch2371","Crawford, RRCH 110","ref"
"igch1732","Oxford 15 (Roman)","disposition"
"igch1732","Milne, NC 1910, pp. 333-9, pl. 10 (&#x022;Ptolemy  XIII&#x022; = Cleopatra)","ref"
"igch2176","dispersed","disposition"
"igch2176","Orsi's notes","ref"
"igch2176","Jenkins-Lewis, Carthage, p. 59","ref"
"igch0928","Targoviste","disposition"
"igch0928","Gerasimov, BIAB 30 (1967), p. 188","ref"
"igch1109","dispersed","disposition"
"igch1109","Pakhomov V, 1319","ref"
"igch1109","Possibly from the same hd. as nos. mo  and/or 1108","note"
"igch1109","Lantekhi is sometimes spelled Lentekhi","note"
"igch0546","Sîngeorgiul de Padure 1","disposition"
"igch0546","Zoltán, SCN 3 (1960), p. 555","ref"
"igch0706","Odessa","disposition"
"igch0706","Zaginaîlo, MASP 5 (1966), p. 123, nos. 127-33","ref"
"igch1775","Istanbul 13","disposition"
"igch0707","Odessa","disposition"
"igch0707","Zaginaîlo, in  Sbornik rabot aspirantov Odesskogo  Gosudarstvennogo Universiteta, Gumanitarnye nauki (Odessa, 1964), pp. 168-9; MASP 5 (1966), pp. 110, 129, nos. 247-52","ref"
"igch1106","dispersed","disposition"
"igch1106","Anfimov, KS IIMK 24 (1949), p. 65","ref"
"igch1106","Pakhomov VII, 1724","ref"
"igch0095","New York 27 casts","disposition"
"igch0095","Information on file in ANS","note"
"igch1503","Jerusalem (Palestine Arch.  Mus.)","disposition"
"igch1503","Cross, BA 1963, pp. 116-8","ref"
"igch1503","Stern, IEJ 1968, pp. 216-7","ref"
"igch1503","For the dating of the Tyrian stater see  note to no. 1502 above","note"
"igch1511","dispersed","disposition"
"igch1511","Information from H. Seyrig. Note in ANS","note"
"igch1070","dispersed","disposition"
"igch1070","Liutsenko, p. 20","ref"
"igch1070","Prushevskaia, TONGE 1945, p. 23","ref"
"igch1070","Possibly from the same hd. as no. 1092","note"
"igch1801","New York 17","disposition"
"igch1317","London 8","disposition"
"igch1317","Wace, JIAN 1903, pp. 140-8, illus.","ref"
"igch1317","Hill, NC 1925, p. 12","ref"
"igch1317","Regling, ZfN 1928, p. 97","ref"
"igch1317","Westermark, Philetairos, p. 15","ref"
"igch0124","Athens","disposition"
"igch0124","Varoucha, A Delt 1964, Chronika, pp. 10–1, illus.","ref"
"igch0769","Sumen coll.","disposition"
"igch0769","Gerasimov, Musée National Bulgare: Fouilles et  Recherches 1 (1948), pp. 134-49, illus.; BIAB 17 (1950), p. 319","ref"
"igch0769","Le Rider, Deux trésors, p. 52, note 4","ref"
"igch1862","unknown","disposition"
"igch1862","Haughton, NC 1946, pp. 143-4","ref"
"igch1862","Shortt, NC 1963, p. 19","ref"
"igch0785","private coll., Nova Zagora","disposition"
"igch0785","Gerasimov, BIAB 11 (1937), p. 321","ref"
"igch0210","New York 4 (3 Carystus with  hd., 1 Paros tetradr. with ΑΝΑΞΙΚ); Boston 1 (Brett 1293); Athens 1 (Carystus with hd.); M. Wallace, To- ronto 1 (ex Naville July 3, 1933, 1173) ; Naville July 3, 1933, 1305, 1309-13, 1315; Cahn Oct. 14, 1931, 331","disposition"
"igch0210","Record in ANS incl. casts of 4 dr. of Paros and didr. of Naxos (as Naville 1309 but with ΚΡΗΘΕ) said by Ravel to be from this hd. Wallace, Essays Robinson, p. 205, adds to Noe 290 and suggests that this lot and no. 215 below may be the same bd.","note"
"igch1096","dispersed","disposition"
"igch1096","Liutsenko, p. 21 (also lists a few of other types  which cannot belong)","ref"
"igch1096","Prushevskaia, TONGE 1945, p. 23","ref"
"igch1624","Jerusalem (Hebrew Univ.)","disposition"
"igch1624","Sukenik, JQR 1947, pp. 281-2","ref"
"igch1624","Kadman, INCJ, hoard 19","ref"
"igch1624","Meshorer, Jewish Coins of the Second Temple  Period (Tel Aviv, 1967), pp. 50-2","ref"
"igch2206","Syracuse 10 (Carthage 8, Pyr- rhus 1, Hieron 1)","disposition"
"igch2206","Orsi, NSc 1912, p. 372","ref"
"igch2206","Cesano, StudNum (1940), i, p. 64","ref"
"igch2206","Jenkins-Lewis, Carthage, p. 59","ref"
"igch2206","Currò Pisanò, AIIN 1962-5, pp. 224, 237","ref"
"igch1100","Leningrad 12; museum ma- terial lost during war 75","disposition"
"igch1100","Zograph, MIA 4 (1941), pp. 152-5","ref"
"igch0123","Athens 3 (Alexanders of Ace,  Babylon, Alexandreia)","disposition"
"igch0123","Information from M. Oeconomides","note"
"igch2138","Rollin and Feuardent, Paris","disposition"
"igch2138","Head, NC 1879, pp. 217-8","ref"
"igch0540","dispersed","disposition"
"igch0540","Gerasimov, BIAB 12 (1938), p. 454","ref"
"igch1790","Teheran 306","disposition"
"igch1790","Robinson, Iraq 1950, pp. 50-1","ref"
"igch1790","Schlumberger, L'argent grècque, pp. 50-4","ref"
"igch1790","Kraay-Moorey, RN 1968, pp. 222-8, 232","ref"
"igch1790","Troxell-Spengler ANSMN 15 (1969), pp. 15-6","note"
"igch1790","Robinson regards the satrapal coin of Asia  Minor as possibly intrusive, in which case the burial date will be c. 375 B.C.","note"
"igch1492","A. Spaer, Jerusalem","disposition"
"igch1492","Naster, INCJ, pp. 5, 10","ref"
"igch1492","Kadman, INCJ, hoard 2","ref"
"igch1492","Information from A. Spaer","note"
"igch2326","unknown","disposition"
"igch2326","Villaronga, MHC (forthcoming)","ref"
"igch0102","Athens 4","disposition"
"igch0102","Varoucha, A Delt 1965, Chronika, p. 8, illus.","ref"
"igch2197","dispersed","disposition"
"igch2197","Orsi, MonAnt 1907, pp. 538-40; NSc 1888, p. 201","ref"
"igch2197","Holloway, RBN 1962, pp. 6-9","ref"
"igch2197","Jenkins-Lewis, Carthage, p. 59","ref"
"igch2197","Jenkins, Gela, p. 152","ref"
"igch1418","Istanbul","disposition"
"igch1418","A. dr. of Ariarathes X is clearly intrusive","note"
"igch1245","dispersed","disposition"
"igch0608","I. E. Dimian, Bucharest 22","disposition"
"igch0608","Dimian, SCIV 1955, pp. 304-5","ref"
"igch1960","Brindisi 17 (as above less 1  each of Heracleia, Metapontum)","disposition"
"igch1960","Marzano, Ricerche e Studie (Museo Fr. Ribezzo,  Brindisi) 3 (1967), pp. 95-102, illus.","ref"
"igch1960","Mitchell, NC 1966, p. 68 and note 5","ref"
"igch1960","Stazio, AIIN 1965-7, p. 58","ref"
"igch1960","Crawford, RRCH 12","ref"
"igch1762","London 6+","disposition"
"igch1762","Jenkins, BMQ 1964, pp. 89-92, illus.","ref"
"igch1762","The greater part of hd. was melted down","note"
"igch1847","dispersed","disposition"
"igch1847","Cunningham, NC 1873, p. 209","ref"
"igch0771","Bucharest (Acad.)","disposition"
"igch0771","Moisil, Cabinetul numismatic 1938-42, p. 5, nos.  40,42","ref"
"igch0765","Sofia 1","disposition"
"igch0765","Gerasimov, BIAB 20 (1955), p. 605","ref"
"igch1781","London","disposition"
"igch1781","Le Rider, Iranica Ant. 1967, pp. 4-20, illus.","ref"
"igch1781","Some of the coins show Parthian portraits,  but only Mithradates II can be iden- tified with certainty","note"
"igch2136","dispersed","disposition"
"igch2136","Orsi's notes","ref"
"igch2136","Jenkins, ANSCent., p. 375","ref"
"igch2136","No. 2139 below, Piazza Armerina, may be  another reference to this hd.","ref"
"igch1340","dispersed","disposition"
"igch1340","Meyer, WNM 1868, pp. 289-93","ref"
"igch0287","Athens 14; private coll. 4","disposition"
"igch0287","Varoucha, BCH 1950, p. 292; 1955, p. 210","ref"
"igch0287","Thompson, Athens, pp. 517-8","ref"
"igch0287","Lewis, NC 1962, p. 283","ref"
"igch0527","E. Caraianopol, Bucharest","disposition"
"igch0527","CNA 10 (1934), p. 52","ref"
"igch0527","Golescu, BulMuzMilitNat. 5 (1941-2), nos. 9-10, 53","ref"
"igch0527","Mitrea, ED 10 (1945), p. 50 (says 4 tetradr. of Alexander)","ref"
"igch0527","Erroneously listed in Noe under the name  of the collector","note"
"igch0517","Budapest, greater part","disposition"
"igch0517","Gohl, NK 1904, pp. 94-6, 100 (Kis-Szederjes)  Moisil CNA 1943, pp. 161-2","ref"
"igch1720","Cairo?","disposition"
"igch1720","Information from R. Hazzard, Toronto","note"
"igch2308","Algiers","disposition"
"igch2308","Gsell, BCTH 1903, pp. clx f. (Gsell's suggestion  that the coin of Juba-Ptolemy should be read yr. 46 seems without foundation); Mélanges d'archéologie et d'histoire 1903, p. 277; Procés-verbaux, Commission de l'Afrique du Nord, 1903, pp. vii-viii","ref"
"igch2308","Bull. internat. de num. 1904, p. 36","note"
"igch2308","AA 1904, p. 137","ref"
"igch1551","Istanbul","disposition"
"igch1903","Vlasto 7 (Cat. 178, 200, 244,  257, 264, 305, 337)","disposition"
"igch1903","Vlasto, NNM 15 (1922), p. 71","ref"
"igch2311","Paris 17 (cf. CMG 476-7,  485-7, 489-95, 510, 520, 524, 553-4)","disposition"
"igch2311","Zobel y Zangroniz, MNE 1877-9, p. 118, illus.","ref"
"igch2311","Amoros, MEAD, pp. 18, 34, 40, 50 (cf. p. 18, no. 17 for possible presence of Taras coin)","ref"
"igch2311","de Guadan, Numisma 16 (1955), p. 14; MPER, pp. 78-9","ref"
"igch1599","dispersed","disposition"
"igch1599","Fischer, SM 1968, pp. 51-2","ref"
"igch1625","Jerusalem (?)","disposition"
"igch1625","Kindler, AHHI III.1 (1968), pp. 1-8, illus. (in  Hebrew)","ref"
"igch0790","Varna 10","disposition"
"igch0790","Gerasimov, BIAB 18 (1952), p. 401","ref"
"igch1767","Kuwait","disposition"
"igch1767","Mørkholm, Kuml 1960, pp. 199-207, illus.","ref"
"igch1786","Paris 13; New York 1; Boston  1 (all from Characene)","disposition"
"igch1786","Le Rider, Syria 1959, pp. 240-50, illus.","ref"
"igch0399","Sofia 4 dist.","disposition"
"igch0399","BlM (1917), p. 355","ref"
"igch0399","Information from T. Gerasimov","note"
"igch0246","Athens","disposition"
"igch0246","Information from M. Oeconomides","note"
"igch0508","Belogradčik","disposition"
"igch0508","Gerasimov, BIAB 30 (1967), p. 187","ref"
"igch1171","dispersed","disposition"
"igch1171","Greenwell, NC 1893, p. 82, illus.","ref"
"igch1171","Regling, ZfN 1931, p. 25, no. 5","ref"
"igch1586","dispersed","disposition"
"igch1586","Seyrig, Trésors du Levant (in press) (2 tetradr. of  Ptolemy I with ctmks.)","ref"
"igch0248","R. C. Lockett, part (some in  SNG, but not identified as from the hd.); formerly J. P. Shear coll., part (stolen Dec. 1968); New York 3 dr. (also detailed list of Corinthian vari- eties with photos of 35 dr. and the Philip tetrob.)","disposition"
"igch0248","Robert, Études, p. 195","ref"
"igch0150","dispersed. Casts of 2 Lysimachi  and varieties of another 42 on file in ANS","disposition"
"igch2292","unknown","disposition"
"igch2292","Spano, BAS 1858, p. 67, note 5","ref"
"igch2292","Crawford, RRCH 46","ref"
"igch1902","Taranto","disposition"
"igch1902","Noted by K, 1968","ref"
"igch1902","Kraay, SNR 1970, p. 68","ref"
"igch1210","dispersed","disposition"
"igch1210","Hurter, SNR 1966, pp. 26-35, illus.","ref"
"igch1210","The appearance of Athenian coins is not  mentioned by Hurter, but rests on reliable information","note"
"igch0263","Old Corinth","disposition"
"igch0263","Edwards, Hesperia 1937, p. 248","ref"
"igch0606","Bucharest (Acad.)","disposition"
"igch0606","Moisil, BSNR 1916, p. 42","ref"
"igch0780","Plovdiv","disposition"
"igch0780","Gerasimov, BIAB 12 (1938), p. 453","ref"
"igch0515","Bucharest (Acad.) 1 Macedonia","disposition"
"igch0515","Moisil, Balcania 1944, p. 15, no. 19","ref"
"igch0356","Athens","disposition"
"igch0356","Robinson, Olynthus III, pp. 8-12, illus.","ref"
"igch0356","Robinson-Clement, Olynthus IX, pp. 165-6 (hd. 1)","ref"
"igch0356","Schwabacher, AJA 1938, pp. 70-2 (authenticity of Sermyle coin)","ref"
"igch1915","Taranto","disposition"
"igch1915","Quagliati, AttiMemIIN 1932, pp. 3-13, illus.","ref"
"igch0290","Athens","disposition"
"igch0290","Svoronos, JIAN 1907, pp. 192-3","ref"
"igch0290","Thompson, Athens (Delos Κς), pp. 481-2","ref"
"igch0290","Lewis, NC 1962, p. 280","ref"
"igch0290","Hackens, BCH 1965, p. 516","ref"
"igch0115","Athens","disposition"
"igch0115","Information from M. Oeconomides","note"
"igch1654","unknown","disposition"
"igch1654","Maspero, RecTravEgyptAssyr 1900, pp. 225-6","ref"
"igch1654","Chassinat, Bulletin de l'Institut français d'Archéo- logic orientale 1901, pp. 78-86","ref"
"igch1654","Svoronos, JIAN 1901, p. 160 (quoting Dattari)","ref"
"igch1654","Regling, ZfN 1931, pp. 28, 41","ref"
"igch1654","Jenkins, NC 1955, p. 150 (poss. part of Garbieh  hoard, no. 1656 below)","ref"
"igch1382","dispersed","disposition"
"igch1023","museum material lost during  war","disposition"
"igch1023","Drevnosti XXIII.2 (Moscow, 1914), p. 210","note"
"igch1023","Zograph, &#x022;Nakhodky,&#x022; 32 (erroneously gives 12  coins in hd.)","ref"
"igch1023","Pakhomov V, 1315","ref"
"igch1023","Lantekhi is sometimes spelled Lentekhi","note"
"igch1366","Istanbul","disposition"
"igch2244","dispersed","disposition"
"igch2244","Orsi's notes","ref"
"igch1318","Istanbul","disposition"
"igch1318","Bell, Sardis XI (Leiden, 1916), p. v, pp. 1 ff.","ref"
"igch1318","Franke, AM 1961, pp. 201 ff.","ref"
"igch1318","Seyrig, RN 1963, p. 59","ref"
"igch1386","dispersed","disposition"
"igch2345","dispersed","disposition"
"igch2345","Roman y Calvet, IPyth, p. 167, illus.","ref"
"igch1256","Paris 9","disposition"
"igch1256","Naster, INCJ, p. 6, note 9","ref"
"igch2245","Syracuse 4","disposition"
"igch2245","Orsi, RIN 1900, pp. 90-1","ref"
"igch2245","Cesano, TINC 1936, pp. 60-1, illus.","ref"
"igch2245","Robinson, NC 1964, pp. 45-6","ref"
"igch2245","Currò Pisanò, AIIN 1962-4, pp. 221, 238","ref"
"igch1569","Istanbul","disposition"
"igch1569","Regling saw 17","ref"
"igch1569","There is a Kefer in Syria c. 15 km. N of  Idlib, but more probably &#x022;Kefir&#x022; represents Arab Kafr, Kefr etc. (vil- lage) used in countless composite place names all over the area","note"
"igch1158","Paris 18; London 25","disposition"
"igch1158","Babelon, RN 1894, pp. 149-63, illus.","ref"
"igch1158","Barron, Samos, pp. 15-7","ref"
"igch2271","Pflieger, Lewis","disposition"
"igch2271","Robinson, NC 1953, p. 31","ref"
"igch2271","Jenkins-Lewis, Carthage, p. 60, hoard XVII","ref"
"igch0472","unknown","disposition"
"igch0472","Information from an Athenian correspondent","note"
"igch1228","Berlin I; Sotheby, July 12,  1852, p. 18, no. 151","disposition"
"igch1228","For the question Achaeum/Achilleum see  most recently Robert, Études, p. 8, note 4","note"
"igch1791","London 10","disposition"
"igch1791","BMC Arabia nos. 6, 7, 16, 49, 52, 112, 124, 126,  130, 133","ref"
"igch1791","Schlumberger, L'argent glee, p. 6","ref"
"igch0453","dispersed","disposition"
"igch0453","Mouchmov, BIAB 1 (1921-2), p. 240","ref"
"igch0708","Mus. of village Rajkovo, near  Smoljan 1 (with name of Polyaretos)","disposition"
"igch0708","Gerasimov, BIAB 25 (1962), p. 232","ref"
"igch0498","dispersed","disposition"
"igch0498","Gerasimov, BIAB 17 (1950), p. 324","ref"
"igch0047","unknown","disposition"
"igch0047","Greenwell, NC 1887, p. 42 (a handwritten note in  Greenwell's copy of the article raises the total to 80 and adds that no Alexander, were in the hd.)","ref"
"igch0047","Regling, ZfN 1931,  p. 26","ref"
"igch0811","Silistra","disposition"
"igch0811","Gerasimov, BIAB 28 (1965), p. 247; SCN 5  (1971), pp. 18-9","ref"
"igch0158","Athens","disposition"
"igch0158","Keramopoullos, ArchEph 1903, pp. 98-114, illus.","ref"
"igch0158","Newell, Demetrius, p. 165 (burial date)","ref"
"igch0158","Svoronos, Athènes, pl. 32, 1-7","ref"
"igch0158","Hackens, Antidorum W. Peremans, pp. 76-7","ref"
"igch1425","dispersed","disposition"
"igch1425","Boehringer, Zur Chronologie, p. 152, illus.","ref"
"igch2163","Palermo","disposition"
"igch2163","Tusa Cutroni, AIIN 1956, p. 210, no. XX","ref"
"igch2376","private coll. 125","disposition"
"igch2376","Rolland, RN 1959-60, p. 47, illus. (125 examined)","ref"
"igch2239","Syracuse","disposition"
"igch2239","Currò Pisanò, AIIN 1962-4, pp. 223, 236","ref"
"igch1016","Leningrad (Institute)","disposition"
"igch1016","Information from P. O. Karyszkowski","note"
"igch1820","New York 8","disposition"
"igch1820","Troxell-Spengler, ANSMN 15 (1969), pp. 1-19,  illus.","ref"
"igch1820","The coins of lot B are possibly although not  certainly part of the hd.; they ap- peared in Afghanistan at the same time and were said to derive from Balkh","note"
"igch2321","unknown","disposition"
"igch2321","Corominas, Ampurias 1944, pp. 327-9, illus.","ref"
"igch2321","Beltran y Villagrasa, Ampurias 1945-6, pp. 295-9","note"
"igch2321","Amoros, Numisma 14 (1955), pp. 9-16","ref"
"igch2321","de Guadan, Numisma 16 (1955), p. 20; MPER,  pp. 153-5","ref"
"igch0025","London 21 (Corinth 17, Leucas  2, Ambracia 2)","disposition"
"igch0025","Jenkins, BMQ 1954, p. 13, illus. (5)","ref"
"igch0025","Additional information from Charles Hersh","note"
"igch1870","unknown","disposition"
"igch1870","PASB 1893, pp. 11-2","ref"
"igch1870","RN 1894, p. 132","ref"
"igch1453","Lot A dispersed. G. Hirsch,  Feb. 21-2, 1963, nos. 1269, 1271-2, 1302-4, 1311, 1313-4; June 25-8,1963, nos. 429, 441, 478 Lot B New York","disposition"
"igch1453","Boehringer, Zur Chronologie, pp. 183-5, illus.  (Lot A)","ref"
"igch1453","To be published by F. Kleiner","note"
"igch1453","Lot B said to be found in Asia Minor 1962. The 15 Cistophori are almost certainly part of the 35 unattributed cistophori of Lot A","note"
"igch0749","dispersed","disposition"
"igch0749","Gerasimov, BIAB 15 (1946), p. 237","ref"
"igch2375","E. Poncet 20","disposition"
"igch2375","Poncet, RN 1903, pp. 87-99, illus.","ref"
"igch2375","Blanchet, Traité, p. 553, no. 59","ref"
"igch2375","Rolland, RN 1959-60, p. 48 (18 obols examined)","ref"
"igch1590","A. Spaer, Jerusalem, 12","disposition"
"igch1590","Information from A. Spaer","note"
"igch1085","Odessa","disposition"
"igch1085","Karyszkowski, Pratsi Odes'kogo Derzhavnogo  Universiteta, 149, Seriia istorichnikh nauk, issue 7 (Odessa, 1959), pp. 138-42 (in Ukrainian) (14 coins only); further informa- tion from Karyszkowski","ref"
"igch0869","Sofia 36 (Alexander tetradr.  13; Lysimachus tetradr. 22, 1 dr. with Scostoces)","disposition"
"igch0869","Mouchmov, BSAB 4 (1914), p. 273; Sbornik Boris  Diekovich (Sofia, 1927), p. 231","ref"
"igch0869","Gerasimov, AnnuaireBiblNatMusNatPlovdiv  1940-1, pp. 93-106, illus.","ref"
"igch1437","New York and C. Hersh a few","disposition"
"igch1437","A record of the 89 coins detailed above is in the","note"
"igch1437","ANS","ref"
"igch1437","The coin from Ace is dated yr. 22 (=  324 B.C.). The other coins are all struck before 321 with the exception of one coin from Abydus (= BMC 506) which is currently dated c. 307. The absence of drachms of Philip III is in favor of an early date and indicates that the single late coin is intrusive","note"
"igch0311","Athens","disposition"
"igch0311","Varoucha, A Delt 1963, Chronika, p. 4","ref"
"igch2065","for Zancle see Barron nos. 1-4,  9, 13","disposition"
"igch2065","von Sallet, ZfN 1876, pp. 135-6, illus.; 1878,  pp. 103-5","ref"
"igch2065","Babelon, Mélanges 3, pp. 41-8 = RN 1894, pp. 278-85 (mistakenly attributes to this tetradr. of Samos with prow symbol)","ref"
"igch2065","Barron, Samos, pp. 43, 178-9","ref"
"igch1572","dispersed","disposition"
"igch1572","Seyrig, Trésors du Levant (in press)","ref"
"igch0678","unknown","disposition"
"igch0678","Gohl, NK 1909, pp. 1 ff., 33-4","ref"
"igch0393","dispersed","disposition"
"igch0393","Gerasimov, BIAB 15 (1946), p. 239","ref"
"igch1873","dispersed","disposition"
"igch1873","Sambon, Recherches, pp. 35-6","ref"
"igch1143","Anapa 485; Moscow (Pushkin)  2; private coll. 20-30","disposition"
"igch1143","Salov, VDI 1965, no.2, pp. 101-2","ref"
"igch1143","Golenko, VDI 1965, no. 4, pp. 141-58","ref"
"igch0506","Vraca 105 Macedonia, 35  Thasos; Sofia 7 Macedonia, 2 Thasos; Lom 4 Macedonia","disposition"
"igch0506","Gerasimov, BIAB 22 (1959), p. 359","ref"
"igch1384","New York 32","disposition"
"igch1384","Pollak, ANSMN 16 (1970), pp. 45-56, illus.","ref"
"igch2116","Syracuse","disposition"
"igch2116","Orsi, AttiMemIIN 1919, pp. 1-22, illus.; 1921, pp. 3-4","ref"
"igch2116","Currò Pisanò, AIIN 1962-4, p. 222  Jenkins, Gela, pp. 149-50","ref"
"igch2331","unknown","disposition"
"igch2331","Roman y Calvet, IPyth, pp. 27-8, illus.","ref"
"igch1995","Garrucci part","disposition"
"igch1995","Garrucci, BullInst 1860, p. 132","ref"
"igch1995","Sambon, Recherches, p. 33","ref"
"igch1995","Bahrfeldt, RIN 1900, pp. 79-81","ref"
"igch1995","Thomsen, ERC I, p. 121","ref"
"igch1995","Crawford, RRCH 54","ref"
"igch1849","Sotheby, April 30, 1958  (Haughton), nos. 336, 354-55, 357a, 386","disposition"
"igch0061","dispersed","disposition"
"igch0061","Information from T. Hackens who states that  the patination distinguishes this hd. from the very large Thessalian hoard of 1962, no. 52 above","note"
"igch0985","Kiev","disposition"
"igch0985","Kharko, &#x022;Ol'viila,&#x022; pp. 324-5","ref"
"igch1816","Princeton University 187 (as  listed)","disposition"
"igch1816","Caley, NNM 129 (1955), pp. 4-5","ref"
"igch1816","Simonetta, NC 1966, p. 28, no. 4","ref"
"igch1077","Kiev","disposition"
"igch1077","Information from P. O. Karyszkowski","note"
"igch1628","Jerusalem (Hebrew Univ.)","disposition"
"igch1628","Sukenik, Dinaburg Anniversary Volume (Jerusa- lem, 1949), pp. 102-3","ref"
"igch1299","Istanbul","disposition"
"igch1299","Bell, Sardis XI (Leiden, 1916), pp. vf., pp. 1 ff.","ref"
"igch1299","Franke, AM 1961, pp. 203 ff. (190/89 B.C.)","ref"
"igch1299","Seyrig, RN 1963, pp. 23, 42","ref"
"igch0643","Sarajevo","disposition"
"igch0643","Truhelka, Bosnische Mitt. 1893, pp. 184-8","ref"
"igch0643","Bahrfeldt, Mazin, pp. 1-2","ref"
"igch0643","Willers, NZ 1904, pp. 6-7, note 1","ref"
"igch0643","Haeberlin, Aes Grave (Frankfurt, 1910), p. 16","ref"
"igch2155","Syracuse","disposition"
"igch2155","Currò Pisanò, AIIN 1962-4, p. 224","ref"
"igch0536","dispersed","disposition"
"igch0536","Gerasimov, BIAB 8 (1934), p. 468","ref"
"igch0169","Athens 10","disposition"
"igch0169","Varoucha, A Delt 1964, Chronika, p. 8, illus.","ref"
"igch0169","P. Franke has list of 178","note"
"igch2058","dispersed","disposition"
"igch2058","NSc 1881, p. 97","ref"
"igch2058","The association of these coins is doubtfully  ancient. The Syracusan electrum is late 4th cent.; the AE coins are 3rd cent.; and the identifiable Roman AR are Cipia, late 2nd cent. and Social War den. early 1st cent. The gold coin of Justinian reported as associated with the above must in any case be intrusive","note"
"igch0784","Sofia","disposition"
"igch0784","Gerasimov, BIAB 8 (1934), p. 472","ref"
"igch2282","London 6; Copenhagen 1;  Lewis 5 EL, AR; New York 1 (Libya)","disposition"
"igch2282","Robinson, NC 1953, pp. 27-32, illus. (details of  27 coins); NC 1956, pp. 9-14, illus. (details of 14 specimens)","ref"
"igch2282","Jenkins-Lewis, Carthage, p. 60, hoard XIX, cat.  nos. 402-3, 431, 451-2","ref"
"igch1773","New York 69; Copenhagen 18;  F. S. Kleiner 9. Photos of a large part of the remainder on file in ANS","disposition"
"igch1773","Seyrig, RN 1963, p. 62,Trésors du Levant (in press)","ref"
"igch1773","Many pieces ctmk. with anchor, turreted  head, or radiate, facing bust of Helios","note"
"igch0730","dispersed","disposition"
"igch0730","Gerasimov, BIAB 12 (1938), p. 455","ref"
"igch1260","dispersed","disposition"
"igch2277","unknown","disposition"
"igch2277","Taramelli, NSc 1932, p. 528","ref"
"igch1161","Athens","disposition"
"igch1161","Information from M. Oeconomides","note"
"igch1526","Antakya","disposition"
"igch1526","Waage, Antioch on the Orontes, IV.2 (Princeton,  1952), p. 74, no. 788; p. 75, no. 789; p. 90, nos. 961, 964-5, 969-74","ref"
"igch1235","New York 11; Thomas L.  Elder Sale, July 9, 1920, nos. 1331-8 (of which 1334, 1336 and 1338 are among the ANS coins)","disposition"
"igch2298","Palermo","disposition"
"igch2298","Tusa Cutroni, AIIN 1956, hoard XII","ref"
"igch2298","Note by E. S. G. Robinson in BM (details of some Carthage, but only 6 Cossura recorded)","note"
"igch2298","Provenance quite unc. (cf. Tusa) but Pan- telleria likely","note"
"igch0572","Pleven","disposition"
"igch0572","Gerasimov, BIAB 26 (1963), p. 265","ref"
"igch1744","unknown","disposition"
"igch1744","Seyrig, Trésors du Levant (in press)","ref"
"igch1744","The Parthian issues are presumably iden- tical with the Mardin II hd. described by A. Simonetta (see NC 1966, p. 29, no. 6). Simonetta's figures are: Mithra- dates II 32 dr.; Sinatruces 28 dr.; Phraates III 21 dr. If the coins of Mithradates II and III in the list above are combined the two lists are virtually identical. Moreover, the Mar- din II hd. also contained 3 dr. of Ariobarzanes I","note"
"igch0641","Miercurea Ciuc, later Odorheiul","disposition"
"igch0641","Popescu, Dacia 1958, p. 181, line drawings;  Inventaria archaeologica, Roumanie (Bucha- rest, 1967), fasc. 3","ref"
"igch1600","dispersed","disposition"
"igch1600","Seyrig, Trésors du Levant (in press). Latest date  185 S.E.","ref"
"igch2236","Syracuse 129","disposition"
"igch2236","Currò Pisanò, AIIN 1962-4, p. 224","ref"
"igch1133","dispersed","disposition"
"igch1133","Liutsenko, p. 46 (letter from P. Burachkov reports up to 500 coins, all with ΜΟΙΡΙΟΣ)","ref"
"igch1133","Bertier de la Garde, ZOOID 26 (1906), pp. 253-4","ref"
"igch1133","Imhoof-Blumer, ZfN 1878, pp. 145-6 (this hoard ?)","ref"
"igch1209","dispersed","disposition"
"igch1581","New York 61 (Laodiceia 16,  Seleuceia 9, Aradus 31, Tyre 5) and rubbings of other coins; London 4 (Laodiceia)","disposition"
"igch1581","Hill, NC 1925, pp. 14-7 illus.","ref"
"igch1581","The precise find-spot has been variously  reported as Arvad (= Ruad, anc. Aradus), Latakia (anc. Laodiceia ad Mare), and near Aleppo","note"
"igch0545","dispersed","disposition"
"igch0545","Ackner, Mitt. ZentralKomm 1862, pp. 135-6,  note","ref"
